id,id_mapper,chapter,kapitelbezeichnung,bezeichnung,finaler_beschluss,snomed_code,descriptor,equi_final,finales_konzept,equ_jens,equ_mareike,agreement,map,kapitel
154,605,03-02,03 Wundanamnese,Wundart,1 „Ulcus cruris venosum“,402863005,Venous stasis ulcer of leg (disorder),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,3
155,83f,03-02,03 Wundanamnese,Wundart,2 „Ulcus cruris arteriosum“,402862000,Arteritic leg ulcer (disorder),"Equivalence of meaning, but with synonymy.",1,"Equivalence of meaning, but with synonymy.","Equivalence of meaning; lexical, as well as conceptual",FALSE,1,3
155,9f6,03-02,03 Wundanamnese,Wundart,2 „Ulcus cruris arteriosum“,13954005,Ischemic ulcer (disorder),Source concept is narrower and has a more specific meaning than the target concept,,Source concept is narrower and has a more specific meaning than the target concept,"Equivalence of meaning, but with synonymy.",FALSE,1,3
155,605,03-02,03 Wundanamnese,Wundart,2 „Ulcus cruris arteriosum“,402862000,Arteritic leg ulcer (disorder),"Equivalence of meaning, but with synonymy.",,"Equivalence of meaning, but with synonymy.","Equivalence of meaning; lexical, as well as conceptual",FALSE,1,3
156,9f6,03-02,03 Wundanamnese,Wundart,3 „Ulcus cruris mixtum“,238792006,Mixed arteriovenous leg ulcer (disorder),"Equivalence of meaning, but with synonymy.",1,"Equivalence of meaning, but with synonymy.","Equivalence of meaning; lexical, as well as conceptual",FALSE,1,3
156,605,03-02,03 Wundanamnese,Wundart,3 „Ulcus cruris mixtum“,238792006,Mixed arteriovenous leg ulcer (disorder),"Equivalence of meaning, but with synonymy.",,"Equivalence of meaning, but with synonymy.","Equivalence of meaning; lexical, as well as conceptual",FALSE,1,3
156,83f,03-02,03 Wundanamnese,Wundart,3 „Ulcus cruris mixtum“,238792006,Mixed arteriovenous leg ulcer (disorder),"Equivalence of meaning, but with synonymy.",,"Equivalence of meaning, but with synonymy.","Equivalence of meaning; lexical, as well as conceptual",FALSE,1,3
157,605,03-02,03 Wundanamnese,Wundart,"4 „vaskulitisch/immunologisch*“ Zum Beispiel Pyoderma gangraenosum, leukozytoklastische Vaskulitis etc.",74578003,Pyoderma gangrenosum (disorder),Source concept is broader and has a less specific meaning than the target concept,1,Source concept is broader and has a less specific meaning than the target concept,Source concept is broader and has a less specific meaning than the target concept,TRUE,1,3
157,9f6,03-02,03 Wundanamnese,Wundart,"4 „vaskulitisch/immunologisch*“ Zum Beispiel Pyoderma gangraenosum, leukozytoklastische Vaskulitis etc.",31996006,Vasculitis (disorder),No map is possible,,No map is possible,No map is possible,TRUE,1,3
157,83f,03-02,03 Wundanamnese,Wundart,"4 „vaskulitisch/immunologisch*“ Zum Beispiel Pyoderma gangraenosum, leukozytoklastische Vaskulitis etc.",74578003,Pyoderma gangrenosum (disorder),Source concept is broader and has a less specific meaning than the target concept,,Source concept is broader and has a less specific meaning than the target concept,Source concept is broader and has a less specific meaning than the target concept,TRUE,1,3
158,605,03-02,03 Wundanamnese,Wundart,5 „medikamentös“,18629005,Administration of drug or medicament (procedure),No map is possible,2,No map is possible,No map is possible,TRUE,1,3
158,9f6,03-02,03 Wundanamnese,Wundart,5 „medikamentös“,18629005,Administration of drug or medicament (procedure),No map is possible,,No map is possible,No map is possible,TRUE,1,3
158,83f,03-02,03 Wundanamnese,Wundart,5 „medikamentös“,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,3
159,605,03-02,03 Wundanamnese,Wundart,6 „maligne“,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,3
159,9f6,03-02,03 Wundanamnese,Wundart,6 „maligne“,21594007,Malignant (qualifier value),No map is possible,1,"Equivalence of meaning; lexical, as well as conceptual",No map is possible,FALSE,1,3
159,83f,03-02,03 Wundanamnese,Wundart,6 „maligne“,21594007,Malignant (qualifier value),No map is possible,,"Equivalence of meaning; lexical, as well as conceptual",No map is possible,FALSE,1,3
161,83f,03-02,03 Wundanamnese,Wundart,Rezidivulcus,58184002,Recurrent disease (disorder),No map is possible,,Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,TRUE,1,3
161,9f6,03-02,03 Wundanamnese,Wundart,Rezidivulcus,703282008,Recurrent venous leg ulcer (disorder),No map is possible,,Source concept is broader and has a less specific meaning than the target concept,Source concept is broader and has a less specific meaning than the target concept,TRUE,1,3
161,605,03-02,03 Wundanamnese,Wundart,Rezidivulcus,42433008,Recurrent ulcer (morphologic abnormality),"Equivalence of meaning; lexical, as well as conceptual",1,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,3
162,83f,03-02,03 Wundanamnese,wundanamnese,wundanamnese,364554009,Wound observable (observable entity),"Equivalence of meaning, but with synonymy.",1,Source concept is narrower and has a more specific meaning than the target concept,"Equivalence of meaning, but with synonymy.",FALSE,1,3
162,605,03-02,03 Wundanamnese,wundanamnese,wundanamnese,364554009,Wound observable (observable entity),"Equivalence of meaning, but with synonymy.",,Source concept is narrower and has a more specific meaning than the target concept,"Equivalence of meaning, but with synonymy.",FALSE,1,3
162,9f6,03-02,03 Wundanamnese,wundanamnese,wundanamnese,364554009,Wound observable (observable entity),"Equivalence of meaning, but with synonymy.",,Source concept is narrower and has a more specific meaning than the target concept,"Equivalence of meaning, but with synonymy.",FALSE,1,3
163,83f,03-02,03 Wundanamnese,Wundart,Wundart,372041006,Categorizing wound type (procedure),No map is possible,2,Source concept is narrower and has a more specific meaning than the target concept,No map is possible,FALSE,1,3
163,9f6,03-02,03 Wundanamnese,Wundart,Wundart,372041006,Categorizing wound type (procedure),No map is possible,,Source concept is narrower and has a more specific meaning than the target concept,No map is possible,FALSE,1,3
163,605,03-02,03 Wundanamnese,Wundart,Wundart,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,3
164,605,03-03,03 Wundanamnese,Wundlokalisation,Ferse,76853006,Heel structure (body structure),"Equivalence of meaning; lexical, as well as conceptual",1,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,3
164,9f6,03-03,03 Wundanamnese,Wundlokalisation,Ferse,76853006,Heel structure (body structure),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,3
164,83f,03-03,03 Wundanamnese,Wundlokalisation,Ferse,76853006,Heel structure (body structure),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,3
165,9f6,03-03,03 Wundanamnese,Wundlokalisation,Fußrücken,2402003,Structure of dorsum of foot (body structure),"Equivalence of meaning; lexical, as well as conceptual",1,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,3
165,605,03-03,03 Wundanamnese,Wundlokalisation,Fußrücken,2402003,Structure of dorsum of foot (body structure),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,3
165,83f,03-03,03 Wundanamnese,Wundlokalisation,Fußrücken,2402003,Structure of dorsum of foot (body structure),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,3
166,83f,03-03,03 Wundanamnese,Wundlokalisation,Fußsohle,57999000,Structure of sole of foot (body structure),"Equivalence of meaning, but with synonymy.",1,"Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.",TRUE,1,3
166,9f6,03-03,03 Wundanamnese,Wundlokalisation,Fußsohle,57999000,Structure of sole of foot (body structure),"Equivalence of meaning, but with synonymy.",,"Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.",TRUE,1,3
166,605,03-03,03 Wundanamnese,Wundlokalisation,Fußsohle,731075006,Entire sole of foot (body structure),No map is possible,,No map is possible,Source concept is narrower and has a more specific meaning than the target concept,FALSE,1,3
167,605,03-03,03 Wundanamnese,Wundlokalisation,Knie,72696002,Knee region structure (body structure),"Equivalence of meaning; lexical, as well as conceptual",1,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,3
167,9f6,03-03,03 Wundanamnese,Wundlokalisation,Knie,72696002,Knee region structure (body structure),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,3
167,83f,03-03,03 Wundanamnese,Wundlokalisation,Knie,72696002,Knee region structure (body structure),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,3
168,83f,03-03,03 Wundanamnese,Wundlokalisation,Oberschenkel,68367000,Thigh structure (body structure),"Equivalence of meaning; lexical, as well as conceptual",1,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,3
168,605,03-03,03 Wundanamnese,Wundlokalisation,Oberschenkel,68367000,Thigh structure (body structure),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,3
168,9f6,03-03,03 Wundanamnese,Wundlokalisation,Oberschenkel,68367000,Thigh structure (body structure),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,3
169,605,03-03,03 Wundanamnese,Wundlokalisation,Sprunggelenk,344001,Ankle region structure (body structure),"Equivalence of meaning; lexical, as well as conceptual",1,"Equivalence of meaning; lexical, as well as conceptual",Source concept is narrower and has a more specific meaning than the target concept,FALSE,1,3
169,9f6,03-03,03 Wundanamnese,Wundlokalisation,Sprunggelenk,70258002,Ankle joint structure (body structure),No map is possible,,Source concept is broader and has a less specific meaning than the target concept,"Equivalence of meaning; lexical, as well as conceptual",FALSE,1,3
169,83f,03-03,03 Wundanamnese,Wundlokalisation,Sprunggelenk,344001,Ankle region structure (body structure),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual",Source concept is narrower and has a more specific meaning than the target concept,FALSE,1,3
170,605,03-03,03 Wundanamnese,Wundlokalisation,Unterschenkel,30021000,Structure of lower extremity from knee to ankle (body structure),"Equivalence of meaning, but with synonymy.",1,"Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.",TRUE,1,3
170,9f6,03-03,03 Wundanamnese,Wundlokalisation,Unterschenkel,30021000,Structure of lower extremity from knee to ankle (body structure),"Equivalence of meaning, but with synonymy.",,"Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.",TRUE,1,3
170,83f,03-03,03 Wundanamnese,Wundlokalisation,Unterschenkel,30021000,Structure of lower extremity from knee to ankle (body structure),"Equivalence of meaning, but with synonymy.",,"Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.",TRUE,1,3
171,83f,03-03,03 Wundanamnese,Wundlokalisation,Wundlokalisation,363698007,Finding site (attribute),No map is possible,2,"Equivalence of meaning, but with synonymy.",No map is possible,FALSE,1,3
171,605,03-03,03 Wundanamnese,Wundlokalisation,Wundlokalisation,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,3
171,9f6,03-03,03 Wundanamnese,Wundlokalisation,Wundlokalisation,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,3
172,605,03-03,03 Wundanamnese,Wundlokalisation,Zehen,29707007,Toe structure (body structure),"Equivalence of meaning; lexical, as well as conceptual",1,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,3
172,9f6,03-03,03 Wundanamnese,Wundlokalisation,Zehen,302547009,Entire toe (body structure),No map is possible,,No map is possible,Source concept is narrower and has a more specific meaning than the target concept,FALSE,1,3
172,83f,03-03,03 Wundanamnese,Wundlokalisation,Zehen,29707007,Toe structure (body structure),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,3
173,9f6,03-04,03 Wundanamnese,Wunddauer der Zielwunde,In Monaten,103335007,Duration (attribute),No map is possible,2,No map is possible,No map is possible,TRUE,1,3
173,83f,03-04,03 Wundanamnese,Wunddauer der Zielwunde,In Monaten,103335007,Duration (attribute),No map is possible,,No map is possible,No map is possible,TRUE,1,3
173,605,03-04,03 Wundanamnese,Wunddauer der Zielwunde,In Monaten,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,3
175,83f,03-05,03 Wundanamnese,Rezidivulkus,1 „ja“,161917009,Recurrence of problem (finding),Source concept is narrower and has a more specific meaning than the target concept,,Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,TRUE,1,3
175,605,03-05,03 Wundanamnese,Rezidivulkus,1 „ja“,263855007,Relapse phase (qualifier value),No map is possible,,No map is possible,No map is possible,TRUE,1,3
